ITI_2	runS_808	noise_6795	fp_7407	noise_8398	tp_9075	noise_10054	cue_10695	res_13077
ITI_388344	runS_389072	noise_395072	fp_395784	noise_396772	tpc_397552	noise_398559	cue_399435	res_400618
ITI_401309	runS_402156	noise_408153	fp_409042	noise_410034	tp_410555	noise_411555	cue_412266	res_413551
ITI_414455	runS_415045	head_photo_421061	resh_422264	NA	NA	NA	NA	NA
ITI_423027	runS_423674	noise_429677	fpc_430368	noise_431355	tpc_432092	noise_433102	cue_433898	res_435207
ITI_435936	runS_436482	noise_442500	fp_443205	noise_444194	tp_444840	noise_445836	cue_446700	res_448654
ITI_449210	runS_449756	noise_455758	fp_456351	noise_457339	tp_458005	noise_458995	cue_459505	res_460748
ITI_461299	runS_462270	noise_468281	fp_468923	noise_469920	tp_470809	noise_471792	cue_472555	res_474267
ITI_475119	runS_475827	noise_481834	fpc_482472	noise_483473	tpc_484062	noise_485059	cue_485721	res_487099
ITI_487991	runS_488821	noise_494834	fp_495597	noise_496598	tp_497289	noise_498280	cue_499225	res_500851
ITI_501536	runS_502100	noise_508119	fpc_508735	noise_509735	tpc_510443	noise_511432	cue_512101	res_513395
ITI_514169	runS_514871	noise_520873	fp_521458	noise_522457	tp_523213	noise_524211	cue_525046	res_527670
ITI_528443	runS_529623	noise_535626	fp_536449	noise_537452	tp_538438	noise_539430	cue_539956	res_542506
ITI_543176	runS_543786	noise_549792	fp_550739	noise_551733	tp_552689	noise_553692	cue_554219	res_555536
ITI_556085	runS_556988	noise_562989	fp_563758	noise_564748	tp_565573	noise_566572	cue_567463	res_568671
ITI_569368	runS_570117	head_photo_576134	resh_577369	NA	NA	NA	NA	NA
ITI_578024	runS_578880	noise_584891	fpc_585524	noise_586509	tpc_587031	noise_588031	cue_588842	res_590142
ITI_590648	runS_591567	head_photo_597571	resh_599539	NA	NA	NA	NA	NA
ITI_600071	runS_600660	head_photo_606668	resh_608091	NA	NA	NA	NA	NA
ITI_608636	runS_609570	noise_615573	fp_616445	noise_617448	tp_618046	noise_619047	cue_620014	res_621659
ITI_622646	runS_623564	head_photo_629568	resh_630512	NA	NA	NA	NA	NA
ITI_631220	runS_631942	noise_637946	fp_638669	noise_639671	tpc_640449	noise_641445	cue_642327	res_643478
ITI_644060	runS_645005	head_photo_651012	resh_652742	NA	NA	NA	NA	NA
ITI_653624	runS_654332	noise_660348	fp_661256	noise_662246	tp_662964	noise_663954	cue_664667	res_666065
ITI_666874	runS_667657	noise_673673	fp_674280	noise_675276	tp_675800	noise_676791	cue_677591	res_678746
ITI_679615	runS_680562	head_photo_686569	resh_688065	NA	NA	NA	NA	NA
