ITI_2	runS_851	noise_6833	fp_7642	noise_8627	tp_9211	noise_10206	cue_10959	res_12051
ITI_434413	runS_434923	noise_440932	fp_441511	noise_442510	tpc_443146	noise_444149	cue_444902	res_445873
ITI_446421	runS_447193	head_photo_453206	resh_454257	NA	NA	NA	NA	NA
ITI_455172	runS_455831	noise_461853	fp_462361	noise_463347	tpc_464340	noise_465328	cue_466041	res_466942
ITI_467761	runS_468671	noise_474690	fp_475413	noise_476413	tp_477236	noise_478226	cue_479212	res_481551
ITI_482187	runS_482784	head_photo_488785	resh_490117	NA	NA	NA	NA	NA
ITI_490833	runS_491675	noise_497685	fpc_498401	noise_499395	tpc_499967	noise_500972	cue_501612	res_502957
ITI_503528	runS_504480	head_photo_510490	resh_511921	NA	NA	NA	NA	NA
ITI_512668	runS_513373	noise_519385	fp_520238	noise_521228	tp_521846	noise_522845	cue_523810	res_525134
ITI_526017	runS_526985	noise_532992	fp_533650	noise_534647	tp_535531	noise_536534	cue_537522	res_538633
ITI_539505	runS_540478	noise_546491	fp_547196	noise_548190	tpc_549108	noise_550105	cue_550913	res_552062
ITI_553000	runS_553675	noise_559692	fp_560400	noise_561386	tp_562180	noise_563173	cue_563876	res_564670
ITI_565293	runS_565987	noise_571990	fp_572864	noise_573853	tpc_574620	noise_575608	cue_576157	res_577383
ITI_578214	runS_578884	noise_584893	fp_585804	noise_586790	tp_587502	noise_588485	cue_589474	res_590637
ITI_591436	runS_592247	noise_598246	fpc_599198	noise_600194	tpc_600802	noise_601785	cue_602529	res_603668
ITI_604264	runS_605020	noise_611034	fpc_612022	noise_613014	tpc_613509	noise_614516	cue_615436	res_616798
ITI_617339	runS_618106	noise_624109	fp_624827	noise_625833	tp_626500	noise_627488	cue_628128	res_629458
ITI_630194	runS_630975	noise_636994	fp_637801	noise_638788	tp_639331	noise_640331	cue_640838	res_642002
ITI_642569	runS_643249	noise_649251	fp_649931	noise_650926	tp_651863	noise_652845	cue_653404	res_655390
ITI_656157	runS_656757	noise_662773	fpc_663360	noise_664349	tpc_665181	noise_666173	cue_666753	res_668243
