ITI_8	runS_702	noise_6696	fpc_7563	noise_8561	tpc_9424	noise_10413	cue_11082	res_12984
ITI_431067	runS_431803	noise_437812	fp_438357	noise_439351	tp_440345	noise_441337	cue_442203	res_444434
ITI_445246	runS_445918	noise_451933	fpc_452629	noise_453610	tpc_454115	noise_455118	cue_455895	res_457087
ITI_457612	runS_458581	head_photo_464597	resh_467055	NA	NA	NA	NA	NA
ITI_467701	runS_468517	noise_474537	fp_475101	noise_476094	tp_476720	noise_477713	cue_478447	res_480122
ITI_481093	runS_482066	noise_488074	fp_488732	noise_489738	tp_490242	noise_491239	cue_491814	res_493152
ITI_493957	runS_494511	noise_500513	fp_501064	noise_502055	tp_502555	noise_503555	cue_504447	res_507164
ITI_507966	runS_508859	noise_514872	fpc_515799	noise_516798	tpc_517641	noise_518633	cue_519587	res_521005
ITI_521961	runS_522944	head_photo_528961	resh_530410	NA	NA	NA	NA	NA
ITI_531112	runS_532046	noise_538058	fp_539042	noise_540032	tp_540996	noise_541996	cue_542522	res_546249
ITI_546910	runS_547511	noise_553512	fp_554503	noise_555495	tp_556328	noise_557311	cue_557920	res_559358
ITI_560102	runS_560994	noise_566998	fpc_567893	noise_568898	tpc_569758	noise_570752	cue_571600	res_572917
ITI_573581	runS_574370	head_photo_580379	resh_582635	NA	NA	NA	NA	NA
ITI_583525	runS_584250	noise_590250	fp_591095	noise_592096	tp_592920	noise_593912	cue_594560	res_596767
ITI_597693	runS_598511	head_photo_604510	resh_606485	NA	NA	NA	NA	NA
ITI_607194	runS_607791	noise_613792	fp_614358	noise_615351	tpc_616297	noise_617296	cue_618162	res_620009
ITI_620547	runS_621441	noise_627453	fp_628268	noise_629252	tp_629802	noise_630791	cue_631644	res_633865
ITI_634739	runS_635412	noise_641415	fp_641938	noise_642938	tp_643675	noise_644674	cue_645386	res_646303
ITI_647262	runS_648219	head_photo_654233	resh_656928	NA	NA	NA	NA	NA
ITI_657597	runS_658213	head_photo_664218	resh_666743	NA	NA	NA	NA	NA
ITI_667396	runS_668295	noise_674299	fp_675032	noise_676033	tpc_676625	noise_677616	cue_678193	res_679262
ITI_680112	runS_681040	noise_687051	fp_687913	noise_688914	tp_689420	noise_690414	cue_691298	res_694255
ITI_695208	runS_695817	noise_701840	fpc_702551	noise_703550	tpc_704360	noise_705356	cue_705891	res_707029
