ITI_2	runS_569	noise_6562	fpc_7422	noise_8428	tpc_8940	noise_9941	cue_10658	res_11841
ITI_255103	runS_255984	noise_262001	fp_262860	noise_263860	tp_264831	noise_265820	cue_266695	res_267617
ITI_268192	runS_268792	noise_274798	fp_275438	noise_276443	tp_277161	noise_278156	cue_278796	res_279867
ITI_280489	runS_281437	head_photo_287436	resh_288541	NA	NA	NA	NA	NA
ITI_289523	runS_290511	noise_296521	fp_297222	noise_298219	tp_298943	noise_299942	cue_300730	res_302003
ITI_302974	runS_303816	noise_309824	fp_310494	noise_311480	tpc_312061	noise_313057	cue_313878	res_315259
ITI_316210	runS_316864	noise_322886	fp_323702	noise_324702	tp_325514	noise_326499	cue_327299	res_328629
ITI_329231	runS_329831	noise_335838	fp_336543	noise_337546	tp_338048	noise_339045	cue_339949	res_340853
ITI_341760	runS_342651	noise_348666	fp_349633	noise_350624	tpc_351393	noise_352378	cue_353165	res_354486
ITI_355255	runS_356061	head_photo_362063	resh_363702	NA	NA	NA	NA	NA
ITI_364335	runS_365146	noise_371158	fp_371711	noise_372697	tp_373296	noise_374302	cue_375063	res_376381
ITI_376925	runS_377756	head_photo_383765	resh_384984	NA	NA	NA	NA	NA
ITI_385626	runS_386393	noise_392400	fp_393057	noise_394067	tpc_395000	noise_396002	cue_396671	res_397989
ITI_398493	runS_399168	noise_405188	fp_406024	noise_407020	tp_407979	noise_408979	cue_409693	res_411134
ITI_411746	runS_412247	noise_418263	fp_418888	noise_419883	tpc_420444	noise_421441	cue_422393	res_423482
ITI_424201	runS_425130	noise_431143	fp_431777	noise_432780	tpc_433679	noise_434676	cue_435543	res_436910
ITI_437860	runS_438398	noise_444401	fp_445183	noise_446179	tp_446825	noise_447818	cue_448703	res_450902
ITI_451497	runS_452051	noise_458070	fp_458631	noise_459622	tp_460281	noise_461281	cue_462172	res_463446
ITI_464396	runS_465297	noise_471305	fpc_472174	noise_473163	tpc_473774	noise_474761	cue_475756	res_477059
ITI_477668	runS_478286	noise_484296	fp_485185	noise_486179	tp_487031	noise_488016	cue_489014	res_490064
ITI_491027	runS_491811	noise_497822	fp_498525	noise_499523	tp_500055	noise_501043	cue_501904	res_503067
ITI_503678	runS_504343	noise_510363	fp_511269	noise_512266	tp_513056	noise_514063	cue_514888	res_516037
ITI_516553	runS_517087	noise_523102	fp_523638	noise_524648	tp_525494	noise_526485	cue_527155	res_528327
ITI_528944	runS_529470	noise_535483	fp_536357	noise_537363	tp_537863	noise_538863	cue_539597	res_540990
ITI_541834	runS_542382	noise_548396	fp_548954	noise_549945	tp_550807	noise_551796	cue_552679	res_553690
ITI_554306	runS_555100	noise_561103	fp_562095	noise_563103	tp_563943	noise_564938	cue_565627	res_566378
ITI_566974	runS_567566	noise_573586	fpc_574474	noise_575458	tpc_576220	noise_577218	cue_577823	res_579225
ITI_579866	runS_580415	noise_586420	fp_586923	noise_587916	tp_588767	noise_589762	cue_590335	res_591527
ITI_592509	runS_593354	noise_599362	fp_600139	noise_601141	tpc_602106	noise_603105	cue_603636	res_605063
ITI_605875	runS_606613	noise_612619	fpc_613182	noise_614178	tpc_615021	noise_616023	cue_616763	res_617971
ITI_618535	runS_619167	head_photo_625187	resh_626442	NA	NA	NA	NA	NA
ITI_627144	runS_628124	noise_634139	fpc_635053	noise_636037	tpc_636906	noise_637899	cue_638739	res_639652
ITI_640296	runS_641009	noise_647017	fp_647676	noise_648677	tp_649282	noise_650279	cue_650880	res_651870
ITI_652595	runS_653351	noise_659358	fp_660262	noise_661260	tpc_661889	noise_662876	cue_663583	res_664967
