ITI_2	runS_574	noise_6569	fp_7235	noise_8231	tp_9197	noise_10185	cue_10926	res_12047
ITI_277685	runS_278624	noise_284624	fp_285253	noise_286245	tp_287027	noise_288025	cue_288945	res_289899
ITI_290699	runS_291291	noise_297306	fp_297962	noise_298963	tp_299821	noise_300806	cue_301637	res_303670
ITI_304220	runS_304856	head_photo_310867	resh_312317	NA	NA	NA	NA	NA
ITI_313073	runS_313677	noise_319689	fp_320200	noise_321187	tp_321915	noise_322903	cue_323450	res_327128
ITI_327936	runS_328768	noise_334765	fp_335468	noise_336464	tpc_337136	noise_338128	cue_338852	res_340570
ITI_341203	runS_341952	noise_347969	fp_348939	noise_349930	tp_350892	noise_351888	cue_352824	res_354681
ITI_355576	runS_356304	head_photo_362311	resh_365662	NA	NA	NA	NA	NA
ITI_366227	runS_366750	head_photo_372764	resh_373933	NA	NA	NA	NA	NA
ITI_374752	runS_375608	noise_381623	fp_382309	noise_383309	tpc_383956	noise_384942	cue_385564	res_386928
ITI_387810	runS_388435	noise_394448	fp_395361	noise_396345	tp_397008	noise_398005	cue_398988	res_403288
ITI_404248	runS_404936	noise_410943	fp_411650	noise_412646	tp_413266	noise_414264	cue_415181	res_416425
ITI_416986	runS_417526	noise_423531	fp_424133	noise_425126	tpc_425705	noise_426708	cue_427620	res_429132
ITI_429688	runS_430548	noise_436546	fpc_437068	noise_438071	tpc_439050	noise_440049	cue_440779	res_441845
ITI_442823	runS_443599	noise_449606	fpc_450152	noise_451142	tpc_451797	noise_452788	cue_453670	res_457634
ITI_458498	runS_459098	noise_465102	fpc_465937	noise_466932	tpc_467746	noise_468750	cue_469437	res_470268
ITI_471136	runS_471698	noise_477707	fpc_478472	noise_479471	tpc_480365	noise_481367	cue_482241	res_483146
ITI_484017	runS_484863	noise_490862	fp_491691	noise_492686	tp_493231	noise_494224	cue_494802	res_497510
ITI_498128	runS_498726	noise_504724	fp_505691	noise_506690	tp_507558	noise_508545	cue_509146	res_510062
ITI_510992	runS_511722	noise_517722	fp_518228	noise_519227	tp_520069	noise_521069	cue_521887	res_524995
ITI_525994	runS_526883	noise_532890	fp_533452	noise_534450	tp_535002	noise_536007	cue_536516	res_537560
ITI_538458	runS_539196	noise_545205	fpc_545728	noise_546725	tpc_547452	noise_548451	cue_549428	res_550241
ITI_550769	runS_551386	head_photo_557387	resh_560676	NA	NA	NA	NA	NA
ITI_561604	runS_562491	head_photo_568507	resh_569773	NA	NA	NA	NA	NA
ITI_570327	runS_571006	noise_577002	fp_577960	noise_578945	tp_579667	noise_580668	cue_581616	res_585386
ITI_586141	runS_586704	noise_592704	fp_593499	noise_594490	tp_594997	noise_595987	cue_596907	res_598030
ITI_598860	runS_599670	noise_605685	fp_606320	noise_607304	tp_608053	noise_609046	cue_609985	res_611054
ITI_612017	runS_612800	noise_618808	fp_619334	noise_620330	tp_620910	noise_621911	cue_622757	res_623972
ITI_624624	runS_625359	noise_631367	fp_632200	noise_633183	tp_634006	noise_635007	cue_635610	res_636694
ITI_637590	runS_638254	noise_644268	fp_645268	noise_646265	tpc_647014	noise_648002	cue_648968	res_649821
ITI_650714	runS_651433	noise_657448	fp_657991	noise_658989	tpc_659507	noise_660503	cue_661051	res_669190
ITI_669937	runS_670635	noise_676643	fp_677288	noise_678284	tp_679080	noise_680062	cue_680764	res_681946
ITI_682698	runS_683306	noise_689304	fp_689812	noise_690810	tp_691410	noise_692405	cue_693312	res_694319
