ITI_4	runS_738	head_photo_6750	resh_7638
ITI_907556	runS_908239	head_photo_914250	resh_914711
ITI_915217	runS_916124	head_photo_922129	resh_922431
ITI_922936	runS_923726	head_photo_929729	resh_930272
ITI_930776	runS_931665	head_photo_937669	resh_938087
ITI_938576	runS_939265	head_photo_945269	resh_945679
ITI_946176	runS_946858	head_photo_952869	resh_953472
ITI_953978	runS_954526	head_photo_960529	resh_961096
ITI_961598	runS_962423	head_photo_968429	resh_968751
ITI_969256	runS_970133	head_photo_976149	resh_976599
ITI_977098	runS_977871	head_photo_983889	resh_984463
ITI_984957	runS_985812	head_photo_991829	resh_992279
ITI_992778	runS_993528	head_photo_999529	resh_999968
ITI_1000458	runS_1000987	head_photo_1006989	resh_1007424
ITI_1007916	runS_1008624	head_photo_1014629	resh_1014887
ITI_1015378	runS_1015944	head_photo_1021949	resh_1022271
ITI_1022778	runS_1023671	head_photo_1029689	resh_1030104
ITI_1030598	runS_1031378	head_photo_1037389	resh_1037823
ITI_1038316	runS_1038969	head_photo_1044969	resh_1046336
ITI_1046836	runS_1047709	head_photo_1053710	resh_1054336
ITI_1054836	runS_1055500	head_photo_1061509	resh_1062047
ITI_1062536	runS_1063294	head_photo_1069309	resh_1069592
ITI_1070096	runS_1071037	head_photo_1077049	resh_1077431
ITI_1077937	runS_1078726	head_photo_1084729	resh_1085088
ITI_1085577	runS_1086198	head_photo_1092209	resh_1092600
ITI_1093098	runS_1093754	head_photo_1099769	resh_1100288
ITI_1100777	runS_1101594	head_photo_1107610	resh_1109272
ITI_1109776	runS_1110518	head_photo_1116529	resh_1116951
ITI_1117457	runS_1118136	head_photo_1124149	resh_1124535
