ITI_2	runS_892	head_photo_6901	resh_7671
ITI_1026074	runS_1027057	head_photo_1033060	resh_1033640
ITI_1034129	runS_1035054	head_photo_1041060	resh_1041720
ITI_1042209	runS_1042846	head_photo_1048861	resh_1049224
ITI_1049728	runS_1050535	head_photo_1056541	resh_1057064
ITI_1057568	runS_1058517	head_photo_1064520	resh_1064864
ITI_1065368	runS_1065981	head_photo_1071980	resh_1072536
ITI_1073028	runS_1073890	head_photo_1079901	resh_1080456
ITI_1080956	runS_1081522	head_photo_1087540	resh_1088064
ITI_1088569	runS_1089181	head_photo_1095180	resh_1095712
ITI_1096208	runS_1096981	head_photo_1102981	resh_1103648
ITI_1104148	runS_1104740	head_photo_1110740	resh_1111304
ITI_1111809	runS_1112354	head_photo_1118360	resh_1119032
ITI_1119527	runS_1120081	head_photo_1126080	resh_1126648
ITI_1127148	runS_1127778	head_photo_1133781	resh_1134442
ITI_1134948	runS_1135892	head_photo_1141900	resh_1142320
