ITI_11	runS_686	head_photo_6683	resh_7487
ITI_469270	runS_469927	head_photo_475941	resh_476399
ITI_476889	runS_477873	head_photo_483881	resh_484367
ITI_484877	runS_485486	head_photo_491501	resh_492120
ITI_492609	runS_493260	head_photo_499261	resh_500143
ITI_500651	runS_501181	head_photo_507181	resh_507583
ITI_508097	runS_508825	head_photo_514842	resh_515271
ITI_515777	runS_516287	head_photo_522301	resh_522727
ITI_523228	runS_523915	head_photo_529921	resh_530344
ITI_530849	runS_531593	head_photo_537601	resh_538112
ITI_538609	runS_539500	head_photo_545501	resh_546039
ITI_546529	runS_547360	head_photo_553361	resh_553807
ITI_554318	runS_555221	head_photo_561221	resh_561663
ITI_562169	runS_563037	head_photo_569041	resh_569655
ITI_570149	runS_570991	head_photo_577001	resh_577640
ITI_578129	runS_579002	head_photo_585001	resh_585575
ITI_586078	runS_586986	head_photo_593001	resh_593576
ITI_594069	runS_594806	head_photo_600821	resh_601463
ITI_601969	runS_602892	head_photo_608901	resh_609407
ITI_609917	runS_610771	head_photo_616782	resh_617320
ITI_617809	runS_618545	head_photo_624561	resh_625080
ITI_625570	runS_626257	head_photo_632261	resh_632727
ITI_633229	runS_633881	head_photo_639881	resh_640264
ITI_640770	runS_641354	head_photo_647361	resh_647848
ITI_648349	runS_649078	head_photo_655081	resh_655424
ITI_655929	runS_656900	head_photo_662901	resh_663424
ITI_663930	runS_664822	head_photo_670822	resh_671224
ITI_671729	runS_672647	head_photo_678662	resh_679112
ITI_679609	runS_680451	head_photo_686461	resh_686983
ITI_687488	runS_688446	head_photo_694462	resh_694808
ITI_695317	runS_696108	head_photo_702122	resh_702720
ITI_703209	runS_703787	head_photo_709802	resh_710504
ITI_711009	runS_711682	head_photo_717682	resh_718392
ITI_718889	runS_719440	head_photo_725442	resh_725840
ITI_726338	runS_727156	head_photo_733161	resh_733800
ITI_734297	runS_735197	head_photo_741201	resh_741928
ITI_742430	runS_743272	head_photo_749281	resh_749760
ITI_750249	runS_750996	head_photo_757002	resh_757616
ITI_758109	runS_758917	head_photo_764921	resh_765576
ITI_766077	runS_767060	head_photo_773061	resh_773768
ITI_774268	runS_774933	head_photo_780941	resh_781336
ITI_781832	runS_782345	head_photo_788361	resh_788832
ITI_789329	runS_790065	head_photo_796081	resh_796656
ITI_797149	runS_798131	head_photo_804141	resh_804552
ITI_805057	runS_805697	head_photo_811701	resh_812176
ITI_812668	runS_813656	head_photo_819661	resh_820544
ITI_821048	runS_822027	head_photo_828041	resh_828448
ITI_828949	runS_829630	head_photo_835641	resh_836256
ITI_836748	runS_837317	head_photo_843321	resh_843712
ITI_844209	runS_844942	head_photo_850941	resh_851480
ITI_851977	runS_852732	head_photo_858741	resh_859392
ITI_859889	runS_860534	head_photo_866541	resh_867112
ITI_867617	runS_868411	head_photo_874421	resh_875024
ITI_875528	runS_876349	head_photo_882361	resh_883080
ITI_883577	runS_884108	head_photo_890122	resh_890760
ITI_891257	runS_892022	head_photo_898021	resh_898448
ITI_898949	runS_899625	head_photo_905641	resh_906048
ITI_906548	runS_907069	head_photo_913081	resh_913512
ITI_914010	runS_914942	head_photo_920941	resh_921392
ITI_921889	runS_922774	head_photo_928781	resh_929352
ITI_929849	runS_930775	head_photo_936782	resh_937168
ITI_937676	runS_938299	head_photo_944301	resh_944856
ITI_945348	runS_946203	head_photo_952222	resh_952872
ITI_953377	runS_954308	head_photo_960321	resh_960944
ITI_961449	runS_962285	head_photo_968301	resh_968672
ITI_969169	runS_969909	head_photo_975922	resh_976264
ITI_976774	runS_977668	head_photo_983681	resh_984224
ITI_984737	runS_985323	head_photo_991341	resh_991984
ITI_992488	runS_993209	head_photo_999222	resh_999568
ITI_1000068	runS_1000672	head_photo_1006682	resh_1007024
ITI_1007529	runS_1008379	head_photo_1014381	resh_1014992
ITI_1015489	runS_1016015	head_photo_1022022	resh_1022856
ITI_1023348	runS_1023952	head_photo_1029962	resh_1030600
ITI_1031089	runS_1031859	head_photo_1037862	resh_1038440
ITI_1038930	runS_1039847	head_photo_1045861	resh_1046296
ITI_1046797	runS_1047717	head_photo_1053722	resh_1054576
ITI_1055076	runS_1055913	head_photo_1061921	resh_1062280
ITI_1062768	runS_1063623	head_photo_1069642	resh_1070264
ITI_1070777	runS_1071543	head_photo_1077561	resh_1078288
ITI_1078797	runS_1079727	head_photo_1085742	resh_1086152
ITI_1086649	runS_1087219	head_photo_1093221	resh_1093904
ITI_1094417	runS_1095388	head_photo_1101401	resh_1101872
ITI_1102370	runS_1103132	head_photo_1109141	resh_1109584
ITI_1110088	runS_1110790	head_photo_1116802	resh_1117400
ITI_1117897	runS_1118403	head_photo_1124421	resh_1124856
ITI_1125349	runS_1126337	head_photo_1132341	resh_1132944
